iter	Logloss
380	0.4106646452
381	0.4106148704
382	0.4105699974
383	0.4105231527
384	0.4104626683
385	0.4103282171
386	0.4102933184
387	0.4101432315
388	0.4101022073
389	0.4099357975
390	0.4098718648
391	0.4097442786
392	0.4095446702
393	0.4094893939
394	0.4093198041
395	0.4092827931
396	0.4092305913
397	0.4091660972
398	0.4090761206
399	0.4090518678
400	0.4090198309
401	0.4089440622
402	0.4089089538
403	0.408857858
404	0.4088268374
405	0.4086900838
406	0.4086308239
407	0.4085667864
408	0.4084221385
409	0.4083549007
410	0.4083201225
411	0.4082572406
412	0.4082272871
413	0.4081139837
414	0.4080337796
415	0.4079801586
416	0.407923551
417	0.4077733401
418	0.4077382352
419	0.4076956361
420	0.4076617243
421	0.4076110614
422	0.4075502559
423	0.4074907605
424	0.4074390223
425	0.4074083547
426	0.4072862676
427	0.4072344581
428	0.4071963698
429	0.4071505384
430	0.4069864827
431	0.4069565221
432	0.4069334057
433	0.4068901729
434	0.4068492913
435	0.4068040907
436	0.4067612286
437	0.4067176686
438	0.4067015645
439	0.4066709704
440	0.4066190124
441	0.4065760493
442	0.4063745005
443	0.4063524553
444	0.4063046002
445	0.4061934696
446	0.4060813469
447	0.4060367147
448	0.4060070903
449	0.4059580286
450	0.4059241409
451	0.4058675332
452	0.4058384412
453	0.4058117573
454	0.4057447906
455	0.4057216997
456	0.4056982491
457	0.405623264
458	0.405608361
459	0.4055908015
460	0.405531329
461	0.4054868455
462	0.4054532913
463	0.4054381338
464	0.4054087675
465	0.4053551917
466	0.4053130685
467	0.4052983526
468	0.4052475333
469	0.4052130262
470	0.4051756913
471	0.4051229419
472	0.4050868392
473	0.405013211
474	0.4049756368
475	0.4049412675
476	0.4048955271
477	0.4048425266
478	0.4048155346
479	0.4047962621
480	0.404742706
481	0.4046886154
482	0.4046062597
483	0.4045549638
484	0.4045053441
485	0.4044685385
486	0.404425734
487	0.4043971174
488	0.4043586124
489	0.4043162918
490	0.404289299
491	0.4042565199
492	0.4042207672
493	0.4041531448
494	0.4041378078
495	0.404060653
496	0.4039984044
497	0.403942529
498	0.4038844957
499	0.4038089574
500	0.4037768913
501	0.4036795816
502	0.4036260091
503	0.4035972032
504	0.4034781938
505	0.4034377147
506	0.4033892342
507	0.4033238011
508	0.403294015
509	0.4032436276
510	0.4031840614
511	0.4031104985
512	0.4030302605
513	0.4029296429
514	0.4028852678
515	0.4028482186
516	0.4027839063
517	0.4027386899
518	0.4026063057
519	0.4025806135
520	0.4025372221
521	0.4025149711
522	0.4024251452
523	0.4023734427
524	0.4023281765
525	0.402297764
526	0.4022448478
527	0.4022088232
528	0.4021359424
529	0.4020867905
530	0.4020434437
531	0.402019295
532	0.4019920491
533	0.4018401182
534	0.401820616
535	0.4017894562
536	0.4017517399
537	0.4017143154
538	0.4016582097
539	0.4016367737
540	0.4016106783
541	0.4015854773
542	0.4015438486
543	0.4015185757
544	0.4014959128
545	0.4014482153
546	0.4014158364
547	0.4013635155
548	0.4013170336
549	0.4013015019
550	0.4012399379
551	0.4012169422
552	0.4011587685
553	0.4011468527
554	0.40111689
555	0.4010661717
556	0.4010335009
557	0.4010050109
558	0.4009463551
559	0.4008901214
560	0.4007311175
561	0.4007012996
562	0.4006725069
563	0.4006382488
564	0.4006130147
565	0.4005688349
566	0.4005525344
567	0.4004995819
568	0.4004661471
569	0.4004260928
570	0.4003933336
571	0.4003365866
572	0.4002773799
573	0.4002233842
574	0.4001987778
575	0.4001294004
576	0.4001022071
577	0.3999634508
578	0.3999007592
579	0.3998671229
580	0.3998263744
581	0.3997890373
582	0.3997613431
583	0.3997316788
584	0.3997022656
585	0.3996586218
586	0.3996239362
587	0.3995886955
588	0.3995462104
589	0.3995291481
590	0.3994817296
591	0.3994104578
592	0.3993645236
593	0.3992971462
594	0.3992558409
595	0.3992003149
596	0.399143525
597	0.3991154717
598	0.399080366
599	0.3990654483
600	0.3990411966
601	0.3989081604
602	0.3988692673
603	0.3988216475
604	0.3987877621
605	0.3987842982
606	0.3987628984
607	0.3987215555
608	0.3986941838
609	0.3986548978
610	0.398618385
611	0.3985612108
612	0.3985198566
613	0.3984764412
614	0.3984172675
615	0.3983946614
616	0.3983496807
617	0.3982177018
618	0.3981817729
619	0.3981132561
620	0.3980871166
621	0.3980385644
622	0.3979839575
623	0.3979470069
624	0.3979099461
625	0.3978627363
626	0.3978185179
627	0.3977678754
628	0.3977297241
629	0.3976980132
630	0.3976502883
631	0.3976332571
632	0.3976007424
633	0.3975599551
634	0.3975105336
635	0.397437723
636	0.3974123349
637	0.3973770347
638	0.3973517501
639	0.3973306159
640	0.3972880303
641	0.3972649105
642	0.3972051033
643	0.3971559937
644	0.3971131502
645	0.3970754452
646	0.3970356218
647	0.3969989294
648	0.396970832
649	0.3969299621
650	0.3968214424
651	0.3967727584
652	0.3966735571
653	0.3966165205
654	0.3965636376
655	0.3965250474
656	0.3963800431
657	0.3963541353
658	0.3963210019
659	0.3963024213
660	0.3962575116
661	0.3962179442
662	0.3961731988
663	0.3960264255
664	0.3959961445
665	0.3959705146
666	0.3959564384
667	0.3959112636
668	0.3958860565
669	0.3958544775
670	0.3958128059
671	0.3957976211
672	0.3957746402
673	0.3957373305
674	0.3957008408
675	0.3956454874
676	0.3956117597
677	0.3955455499
678	0.3955282625
679	0.3954986173
680	0.3954867872
681	0.3954623343
682	0.3954254721
683	0.3954074082
684	0.3953772576
685	0.3953529861
686	0.3953223765
687	0.3952783428
688	0.3952448837
689	0.3952289938
690	0.3952137998
691	0.3951820892
692	0.3951137218
693	0.3950790566
694	0.395067582
695	0.3950351088
696	0.394988974
697	0.3949747971
698	0.394934869
699	0.3949004219
700	0.3948136278
701	0.3947850305
702	0.3947634388
703	0.3947486415
704	0.394722532
705	0.3946856586
706	0.3946576695
707	0.3946301753
708	0.3945672361
709	0.3945176434
710	0.3944615428
711	0.3944465976
712	0.3943945595
713	0.3943192871
714	0.3942720657
715	0.3942356528
716	0.3942186371
717	0.3941990342
718	0.39415856
719	0.3941087251
720	0.3940794296
721	0.3939425724
722	0.3939224071
723	0.3938794477
724	0.393838053
725	0.3937692174
726	0.3937236566
727	0.3936889882
728	0.3936507456
729	0.3936046703
730	0.393539275
731	0.3935030067
732	0.3934558844
733	0.3934059947
734	0.3933744484
735	0.3933504814
736	0.393311292
737	0.3932936215
738	0.3932559834
739	0.3932245513
740	0.3931716479
741	0.3931464212
742	0.3931176879
743	0.3930879065
744	0.3930667433
745	0.3930225799
746	0.392973845
747	0.3929279933
748	0.3928997192
749	0.3928546177
750	0.3927733177
751	0.3927272854
752	0.3927004655
753	0.3926647152
754	0.392627308
755	0.3925918362
756	0.3925508457
757	0.3925264456
758	0.3924938114
759	0.392469465
760	0.3924354819
761	0.3923968511
762	0.3923796517
763	0.3923607543
764	0.3923266801
765	0.3923010788
766	0.3922683505
767	0.392242043
768	0.3922237684
769	0.3921905271
770	0.3921425524
771	0.3920905947
772	0.3920670426
773	0.3920574252
774	0.3920098221
775	0.3919842069
776	0.3919608911
777	0.3919294129
778	0.3918611633
779	0.3918391364
780	0.3918035379
781	0.3917620411
782	0.3917344962
783	0.3916974919
784	0.3916478321
785	0.3916080849
786	0.391589338
787	0.3915239559
788	0.3914925847
789	0.3914421775
790	0.3914243409
791	0.3913964009
792	0.3913489709
793	0.3913170504
794	0.3912819033
795	0.3912217986
796	0.3911759388
797	0.3911304441
798	0.3911028496
799	0.3910795446
800	0.3910578077
801	0.390959275
802	0.3909404283
803	0.3909069683
804	0.3908907944
805	0.3908532173
806	0.3908091499
807	0.390739326
808	0.3907005583
809	0.3906479334
810	0.3906097041
811	0.3905757375
812	0.3905218773
813	0.3905023035
814	0.3904792762
815	0.3904515507
816	0.390424777
817	0.3903757579
818	0.3903313187
819	0.3903198387
820	0.3902870351
821	0.3902513947
822	0.3902242691
823	0.3902008711
824	0.3901668636
825	0.3901264638
826	0.3900912259
827	0.390064138
828	0.390046452
829	0.3900005904
830	0.389981818
831	0.3899400671
832	0.3899073598
833	0.3898531236
834	0.389814749
835	0.3897756954
836	0.3897317675
837	0.3897089371
838	0.389596793
839	0.3895447308
840	0.3895043346
841	0.3894797428
842	0.389437478
843	0.3893876823
844	0.3893583353
845	0.3893238303
846	0.3892952111
847	0.3892446975
848	0.3892187202
849	0.3891776976
850	0.3891100783
851	0.389072706
852	0.3890538423
853	0.3889658156
854	0.3889367578
855	0.3888979886
856	0.3888680243
857	0.3888304304
858	0.3887958147
859	0.3886807724
860	0.3886452874
861	0.3885665687
862	0.388521835
863	0.3884877747
864	0.3884727163
865	0.3884485561
866	0.3884257197
867	0.3883933392
868	0.3883692131
869	0.3883470864
870	0.3883031298
871	0.3882584542
872	0.3882374622
873	0.3881915247
874	0.3881311126
875	0.3881037198
876	0.388091597
877	0.3880529991
878	0.388022629
879	0.3879920449
880	0.38791901
881	0.3878891145
882	0.3878354923
883	0.3877803302
884	0.3877340074
885	0.387703758
886	0.3876701465
887	0.3876424683
888	0.3875861715
889	0.3875559719
890	0.3875108519
891	0.3874746287
892	0.3873942729
893	0.387364629
894	0.3873356639
895	0.3873073121
896	0.3872835678
897	0.3872294682
898	0.3872134583
899	0.3871876732
900	0.3871550503
901	0.3871333855
902	0.3870913453
903	0.3870527199
904	0.3870139902
905	0.3869596702
906	0.386943378
907	0.3869051071
908	0.3868693368
909	0.3868148945
910	0.3867924094
911	0.3867582493
912	0.386729186
913	0.386681952
914	0.3866559636
915	0.3866146015
916	0.3865680007
917	0.3865396286
918	0.3864102947
919	0.3863793959
920	0.3863571036
921	0.3862065884
922	0.3861702931
923	0.3861277677
924	0.3860860913
925	0.3860636959
926	0.3860325935
927	0.3859978585
928	0.3859669153
929	0.3859107216
930	0.3858854438
931	0.3858609753
932	0.3858114072
933	0.3857871528
934	0.3857453646
935	0.3856497844
936	0.3856039598
937	0.3855907446
938	0.3855666312
939	0.3855370202
940	0.3855038351
941	0.3854950768
942	0.3854653739
943	0.3853776538
944	0.3853454872
945	0.3853074377
946	0.3852694219
947	0.3852450784
948	0.3851914021
949	0.3851311729
950	0.3851011088
951	0.3850452409
952	0.3849837713
953	0.3848376035
954	0.3847227007
955	0.3846608559
956	0.3846324812
957	0.384596245
958	0.3845580283
959	0.3845075516
960	0.3844171508
961	0.384393219
962	0.3843673016
963	0.3843271777
964	0.384286283
965	0.3842630774
966	0.3842501302
967	0.384204509
968	0.3841560693
969	0.3841241519
970	0.3840772835
971	0.3840535792
972	0.3840218246
973	0.3839640123
974	0.3839323852
975	0.3838925063
976	0.3838686259
977	0.3838447962
978	0.3837974903
979	0.3837561881
980	0.3837290562
981	0.3836823653
982	0.383649126
983	0.3836232178
984	0.3836012225
985	0.3835620239
986	0.3835250985
987	0.3834858806
988	0.3834618746
989	0.383413821
990	0.3833866455
991	0.3833667489
992	0.3833393219
993	0.3832215942
994	0.3831956554
995	0.3831559315
996	0.3831324146
997	0.3831078565
998	0.3830887261
999	0.3830390292
